tag,id,name,product
Sant_2250,2177,-,Family 1 extracellular solute-binding protein
Sant_2251,2178,-,LysR family transcriptional regulator
Sant_2252,2179,-,Molybdopterin oxidoreductase
Sant_2253,2180,-,Short chain fatty acid transporter
Sant_2254,2181,-,Ornithine cyclodeaminase/mu-crystallin
Sant_2255,2182,-,TetR family transcriptional regulator
Sant_2256,2183,-,Major facilitator family transporter
Sant_2257,2184,-,Putative hydrolase
Sant_2258,2185,-,Putative LysR family transcriptional regulator
Sant_2259,2186,-,6-hexanolactone hydrolase
Sant_2260,2187,-,Putative D-isomer specific 2-hydroxyacid dehydrogenase NAD-binding protein
Sant_2261,2188,-,Mandelate racemase/muconate lactonizing protein
Sant_2262,2189,-,putative type I phosphodiesterase/nucleotide pyrophosphatase
Sant_2263,2190,-,Putative GntR family transcriptional regulator
Sant_2264,2191,-,Putative D-galactonate transporter
Sant_2265,2192,yfaZ,porin
Sant_2266,2193,-,Putative transport protein
Sant_2267,2194,-,"Alkyl hydroperoxide reductase, C22 subunit"
Sant_2268,2195,-,"Alkyl hydroperoxide reductase subunit, FAD/NAD(P)-binding protein"
Sant_2269,2196,-,Type III effector Hrp-dependent
Sant_2270,2197,-,L-fuculose phosphate aldolase
Sant_2271,2198,-,"Transcriptional regulator, DeoR family"
Sant_2272,2199,-,Gluconate transporter
Sant_2273,2200,-,"Homoserine dehydrogenase, NAD-binding protein"
Sant_2274,2201,-,Dienelactone hydrolase-like enzyme
Sant_2275,2202,-,GCN5-related N-acetyltransferase
Sant_2276,2203,-,Putative lipoate-protein ligase A
Sant_2277,2204,alkB,Alkylated DNA repair protein
Sant_2278,2205,-,hypothetical protein
Sant_2279,2206,lldR,DNA-binding transcriptional repressor
Sant_2280,2207,lctD,L-lactate dehydrogenase (FMN-dependent)
Sant_2281,2208,-,D-serine/D-alanine/glycine transporter
Sant_2282,2209,-,D-lactate dehydrogenase
Sant_2283,2210,-,TonB-dependent receptor
Sant_2284,2211,-,Membrane-bound PQQ-dependent dehydrogenase
Sant_2285,2212,-,"Amidohydrolase, peptidase"
Sant_2286,2213,-,AMP nucleosidase
Sant_2287,2214,-,"Transcriptional regulator, LysR family"
Sant_2288,2215,-,Zinc-binding alcohol dehydrogenase family protein
Sant_2289,2216,-,"Transcriptional regulator, IclR family protein"
Sant_2290,2217,-,Putative exported protein
Sant_2291,2218,-,Putative major facilitator transporter
Sant_2292,2219,-,Aliphatic sulfonates transport ATP-binding subunit
Sant_2293,2220,ssuC,"ABC-type sulfonate transport system, permease component"
Sant_2294,2221,-,FAD-binding 9 siderophore-interacting domain-containing protein
Sant_2295,2222,-,Putative acyltransferase 3
Sant_2296,2223,-,"Type I pili, (Chaperone-usher pili assembly system)"
Sant_2297,2224,-,Putative type I pili (Chaperone-usher pili assembly system)
Sant_2298,2225,-,Putative fimbrial chaperone protein (chaperone-usher pili assembly system)
Sant_2299,2226,-,Putative type I pili
Sant_2300,2227,-,Type I pili (Chaperone-usher pili assembly system)
Sant_2301,2228,hemB,Delta-aminolevulinic acid dehydratase
Sant_2302,2229,-,Putative ABC transporter related protein
Sant_2303,2230,-,hypothetical protein
Sant_2304,2231,-,Putative diguanylate cyclase/phosphodiesterase
Sant_2305,2232,-,Putative signaling protein
Sant_2306,2233,-,"D-tagatose-bisphosphate aldolase, class II, non-catalytic subunit"
Sant_2307,2234,scrK,Carbohydrate kinase
Sant_2308,2235,rbsC,Ribose transport system permease protein
Sant_2309,2236,-,Ribose ABC transporter ATP-binding protein
Sant_2310,2237,-,"Putative ABC-type sugar transport system, periplasmic component"
Sant_2311,2238,-,Tagatose bisphosphate family class II aldolase
Sant_2312,2239,-,Putative DeoR family regulatory protein
Sant_2313,2240,-,Ribokinase family sugar kinase
Sant_2314,2241,-,Putative sugar efflux transporter
Sant_2315,2242,-,hypothetical protein
Sant_2316,2243,czcR,Two component heavy metal response transcriptional regulator
Sant_2317,2244,czcS,Putative sensor protein
Sant_2318,2245,hmuT,Hemin ABC transporter periplasmic component
Sant_2319,2246,hmuU,Hemin ABC transporter permease component
Sant_2320,2247,hmuV,Hemin import ATP-binding protein
Sant_2321,2248,-,Short-chain dehydrogenase/reductase SDR
Sant_2322,2249,-,TonB-dependent copper receptor
Sant_2323,2250,-,hypothetical protein
Sant_2324,2251,-,hypothetical protein
Sant_2325,2252,-,Putative diguanylate cyclase
Sant_2326,2253,-,Alcohol dehydrogenase GroES domain protein
Sant_2327,2254,-,"Oxidoreductase, zinc-binding protein"
Sant_2328,2255,-,"Transcriptional regulatory protein, TetR family"
Sant_2329,2256,-,Multidrug resistance protein B
Sant_2330,2257,-,Putative secretion protein HlyD family protein
Sant_2331,2258,-,putative ABC transporter ATP-binding protein
Sant_2332,2259,-,Anaerobic C4-dicarboxylate transporter
Sant_2334,2260,-,Nucleoprotein/polynucleotide-associated enzyme
Sant_2335,2261,-,RbsD/FucU transporter
Sant_2336,2262,-,Short chain dehydrogenase
Sant_2337,2263,-,LacI family transcription regulator
Sant_2338,2264,dctM,TRAP dicarboxylate transporter subunit
Sant_2339,2265,dctP,Putative TRAP dicarboxylate transporter subunit
Sant_2340,2266,-,Beta-glucosidase
Sant_2341,2267,-,ABC transporter substrate binding protein (dipeptide)
Sant_2342,2268,-,Dipeptide ABC transporter substrate binding protein
Sant_2343,2269,-,"Putative permease protein, ABC-type oligopeptidetransporter"
Sant_2344,2270,-,Putative binding-protein-dependent transporter inner membrane component
Sant_2345,2271,-,Dihydroorotase
Sant_2346,2272,-,Putative peptide/nickel transport system ATP-binding protein
Sant_2347,2273,-,"Putative oligopeptide ABC transporter, ATPase component"
Sant_2348,2274,-,Translation initiation inhibitor protein
Sant_2349,2275,-,Putative pyridoxal phosphate-dependent enzyme
Sant_2350,2276,-,"Putative transcriptional regulator protein, IclRfamily"
Sant_2351,2277,-,hypothetical protein
Sant_2352,2278,-,Two component transcriptional regulator
Sant_2353,2279,-,Putative periplasmic sensor signal transduction histidine kinase
Sant_2354,2280,-,Fructose-bisphosphate aldolase
Sant_2355,2281,-,"PTS system, fructose subfamily, IIC subunit"
Sant_2356,2282,-,"PTS system, IIA component"
Sant_2357,2283,licR,LicABCH operon regulator
Sant_2358,2284,-,Putative ribokinase
Sant_2359,2285,-,Putative inosine-uridine preferring nucleoside hydrolase
Sant_2360,2286,-,Putative C4-dicarboxylate transporter
Sant_2361,2287,-,Iron transport protein
Sant_2362,2288,yclN,Putative uncharacterized ABC transporter permease protein
Sant_2363,2289,-,Putative iron transport permease
Sant_2364,2290,-,"ABC iron siderophore transporter, ATP-binding subunit"
Sant_2365,2291,-,Putative transmembrane protein
Sant_2366,2292,-,Integral membrane transport protein
Sant_2367,2293,-,Putative permease
Sant_2368,2294,-,Putative FAD dependent oxidoreductase
Sant_2369,2295,-,Putative major facilitator superfamily protein
Sant_2370,2296,-,Dihydrodipicolinate synthase
Sant_2371,2297,-,PTS-dependent dihydroxyacetone kinase
Sant_2372,2298,-,Putative DAK phosphatase domain containing protein
Sant_2373,2299,aldH,NADP-dependent fatty aldehyde dehydrogenase
Sant_2374,2300,-,Putative transcriptional regulator
Sant_2375,2301,-,thiaminase
Sant_2376,2302,ssuB,Aliphatic sulfonates import ATP-binding protein
Sant_2377,2303,-,Putative transporter
Sant_2378,2304,-,NMT1/THI5-like domain-containing protein
Sant_2379,2305,-,hypothetical protein
Sant_2380,2306,-,LysR family transcriptional regulator
Sant_2381,2307,-,Major facilitator superfamily protein
Sant_2382,2308,cvaB,Colicin V secretion/processing ATP-binding protein
Sant_2383,2309,mchE,Microcin H47 secretion protein
Sant_2384,2310,-,Major facilitator superfamily
Sant_2385,2311,-,Putative iron(III) ABC transporter ATP-binding protein
Sant_2386,2312,-,"Putative iron(III) ABC transporter, periplasmic-binding protein"
Sant_2387,2313,-,Putative transport system permease
Sant_2388,2314,-,MATE efflux family protein
Sant_2389,2315,-,Lytic transglycosylase catalytic
Sant_2390,2316,-,Winged helix family two component transcriptional regulator
Sant_2391,2317,-,PfkB domain-containing protein
Sant_2392,2318,-,Periplasmic binding protein/LacI transcriptionalregulator
Sant_2393,2319,-,Putative inner-membrane translocator
Sant_2394,2320,-,Monosaccharide-transporting ATPase
Sant_2395,2321,-,Putative hybrid two-component system regulatory protein
Sant_2396,2322,-,Putative PfkB domain protein
Sant_2397,2323,oxdD,Oxalate decarboxylase
Sant_2398,2324,-,Oxidoreductase molybdopterin binding protein
Sant_2399,2325,-,hypothetical protein
Sant_2400,2326,-,hypothetical protein
Sant_2401,2327,irlR,Putative two component response regulator
Sant_2402,2328,irlS,Putative heavy metal sensor signal transduction histidine kinase
Sant_2403,2329,-,hypothetical protein
Sant_2404,2330,-,"ABC transporter, ATP-binding protein"
Sant_2405,2331,-,"ABC-type transporter, integral membrane subunit"
Sant_2406,2332,-,Putative extracellular solute-binding protein
Sant_2407,2333,-,Putative hydrolase
Sant_2408,2334,msrA1,Peptide methionine sulfoxide reductase
Sant_2410,2335,-,Uroporphyrin-III C-methyltransferase
Sant_2411,2336,nasA,Nitrate reductase
Sant_2412,2337,nasB,Nitrite reductase
Sant_2413,2338,nasR,Putative nitrate and nitrite-responsive positiveregulator
Sant_2414,2339,-,Putative anion transporter
Sant_2415,2340,frdA,Fumarate reductase subunit A
Sant_2416,2341,frdB,Fumarate reductase subunit B
Sant_2417,2342,frdC,Fumarate reductase subunit C
Sant_2418,2343,frdD,Fumarate reductase subunit D
Sant_2419,2344,-,hypothetical protein
Sant_2420,2345,-,AraC family transcriptional regulator
Sant_2421,2346,ompF1,Outer membran protein F
Sant_2422,2347,-,FAD-dependent oxidoreductase
Sant_2423,2348,-,Glycosyltransferase family 8 protein
Sant_2424,2349,-,Putative pyruvate dehydrogenase
Sant_2425,2350,mntR,Transcriptional regulator
Sant_2426,2351,yfeA,Putative periplasmic-binding protein
Sant_2427,2352,yfeB,ABC transporter-like protein
Sant_2428,2353,yfeC,Chelated iron transport system membrane protein
Sant_2429,2354,yfeD,Chelated iron transport system membrane protein
Sant_2430,2355,-,Putative LPS biosynthesis glycosyltransferase
Sant_2431,2356,-,Phage tail fiber protein
Sant_2433,2357,argG,Argininosuccinate synthase
Sant_2434,2358,-,hypothetical protein
Sant_2435,2359,-,Monooxygenase FAD-binding protein
Sant_2436,2360,-,Alpha/beta hydrolase fold protein
Sant_2437,2361,-,Acetyltransferase
Sant_2438,2362,-,D-isomer specific 2-hydroxyacid dehydrogenase NAD-binding protein
Sant_2439,2363,-,ThiJ/PfpI domain-containing protein
Sant_2440,2364,-,Acetoin dehydrogenase
Sant_2441,2365,-,Putative arabinose efflux permease
Sant_2442,2366,-,hypothetical protein
Sant_2443,2367,pirB,JHE-like toxin
Sant_2444,2368,pirA,JHE-like toxin
Sant_2445,2369,-,Putative inner membrane protein
Sant_2446,2370,-,hypothetical protein
Sant_2449,2371,nudJ,NUDIX hydrolase
Sant_2450,2372,trmU,TRNA (5-methylaminomethyl-2-thiouridylate)-methyltransferase
Sant_2451,2373,hflD,High frequency lysogenization protein
Sant_2452,2374,purB,Adenylosuccinate lyase
Sant_2453,2375,phoP,DNA-binding transcriptional regulator
Sant_2454,2376,phoQ,Sensor protein
Sant_2455,2377,ycfD,Cupin 4 family protein
Sant_2456,2378,pepT,Peptidase T
Sant_2457,2379,npdA,NAD-dependent deacetylase (Regulatory protein SIR2-like protein)
Sant_2458,2380,lolE,Outer membrane-specific lipoprotein transporter subunit
Sant_2459,2381,lolD,"Lipoprotein releasing system, ATP-binding protein"
Sant_2460,2382,lolc,"Lipoprotein-releasing ABC transporter, permease protein"
Sant_2461,2383,mfd,Transcription-repair coupling factor
Sant_2462,2384,-,hypothetical protein
Sant_2463,2385,ndh,NADH dehydrogenase
Sant_2464,2386,ycfP,Hypothetical protein
Sant_2465,2387,pagO,Putative drug/metabolite exporter family transporter
Sant_2466,2388,-,Putative thiamine kinase
Sant_2467,2389,lpoB,Penicillin-binding protein activator
Sant_2468,2390,ycfL,membrane protein
Sant_2469,2391,ycfF,purine nucleoside phosphoramidase
Sant_2470,2392,ptsG,PTS system glucose-specific transporter subunit IIBC
Sant_2471,2393,ycfH,Putative metallodependent hydrolase
Sant_2472,2394,holB,"DNA polymerase III, delta prime subunit"
Sant_2473,2395,tmk,Thymidylate kinase (dTMP kinase)
Sant_2474,2396,yceG,Putative aminodeoxychorismate lyase
Sant_2475,2397,pabC,4-amino-4-deoxychorismate lyase
Sant_2476,2398,fabF,3-oxoacyl-[acyl-carrier-protein] synthase II
Sant_2477,2399,acpP,Acyl carrier protein (ACP)
Sant_2478,2400,fabG,3-oxoacyl-[acyl-carrier protein] reductase
Sant_2479,2401,fabD,Malonyl CoA-acyl carrier protein transacylase
Sant_2480,2402,fabH,3-oxoacyl-(acyl carrier protein) synthase III
Sant_2481,2403,plsX,Fatty acid/phospholipid synthesis protein
Sant_2482,2404,rpmF,50S ribosomal protein L32
Sant_2483,2405,-,hypothetical protein
Sant_2484,2406,maf,Septum formation protein
Sant_2485,2407,rluC,23S rRNA pseudouridylate synthase C
Sant_2486,2408,rne,Ribonuclease E
Sant_2487,2409,pyrC,Dihydroorotase
Sant_2488,2410,-,DNA damage-inducible protein I
Sant_2489,2411,-,hypothetical protein
Sant_2490,2412,bssS,Biofilm formation regulatory protein
Sant_2491,2413,solA,N-methyl-L-tryptophan oxidase
Sant_2492,2414,yceA,Rhodanese domain protein
Sant_2493,2415,-,NADPH dehydrogenase
Sant_2494,2416,lpxL,Lipid A biosynthesis acyltransferase
Sant_2495,2417,mdtG,Major facilitator superfamily transporter
Sant_2496,2418,-,hypothetical protein
Sant_2497,2419,msyB,Suppressor of SecY
Sant_2498,2420,yceK,Putative periplasmic lipoprotein
Sant_2499,2421,-,hypothetical protein
Sant_2500,2422,mdoH,Glucosyltransferase
Sant_2501,2423,mdoG,Glucan biosynthesis protein G
Sant_2502,2424,-,Appr-1-p processing enzyme domain protein (ADP-ribose modifying)
Sant_2503,2425,-,Beta-glucosidase/6-phospho-beta- glucosidase/beta-galactosidase
Sant_2504,2426,-,Short chain dehydrogenase/reductase family oxidoreductase
Sant_2505,2427,-,Putative bacteriophage tail fiber assembly protein
Sant_2506,2428,yedJ,Putative metal-dependent phosphohydrolase
Sant_2507,2429,-,hypothetical protein
Sant_2508,2430,-,Phospholipase/carboxylesterase
Sant_2509,2431,-,"Transcriptional regulator, LysR-family"
Sant_2510,2432,ybiS,"L, D-transpeptidase"
Sant_2511,2433,-,hypothetical protein
Sant_2512,2434,ybjX,Virulence factor VirK
Sant_2513,2435,-,"Putative transcriptional regulator, PAS and GerEdomains"
Sant_2517,2436,-,Putative transposase
Sant_2520,2437,-,"Toxin-antitoxin system, toxin component"
Sant_2521,2438,-,Putative XRE family transcriptional regulator
Sant_2522,2439,-,hypothetical protein
Sant_2523,2440,-,Putative transcriptional regulator XRE family
Sant_2524,2441,-,hypothetical protein
Sant_2525,2442,-,Baseplate hub subunit and tail lysozyme
Sant_2526,2443,-,Phage protein
Sant_2527,2444,-,Putative phage protein
Sant_2528,2445,-,Bacteriophage tail fiber assembly protein
Sant_2529,2446,-,Gp19 phage tail fiber protein
Sant_2530,2447,-,Phage protein
Sant_2531,2448,-,Phage protein
Sant_2532,2449,-,Phage protein
Sant_2533,2450,-,Phage tail tape measure protein
Sant_2534,2451,-,hypothetical protein
Sant_2535,2452,-,Phage protein
Sant_2536,2453,-,Phage protein
Sant_2537,2454,-,Phage protein
Sant_2538,2455,-,"Phage protein, putative holin protein"
Sant_2539,2456,-,Putative tail tube protein
Sant_2540,2457,-,Tail sheath protein
Sant_2541,2458,-,Phage protein
Sant_2542,2459,-,Phage protein
Sant_2543,2460,-,Phage head completion protein
Sant_2544,2461,-,Phage terminase subunit
Sant_2545,2462,-,"Phage major capsid protein, P2 family"
Sant_2546,2463,-,Phage capsid scaffolding protein
Sant_2547,2464,-,Phage terminase subunit
Sant_2548,2465,-,"Phage portal protein, PbsX family"
Sant_2549,2466,-,Bacteriophage transcription regulator protein
Sant_2550,2467,-,"Putative phage-related protein, primase domain present"
Sant_2551,2468,-,"DNA-binding protein, putative prophage regulator"
Sant_2552,2469,-,putative bacteriophage protein
Sant_2553,2470,-,Putative prophage transcriptional regulator
Sant_2554,2471,-,Integrase family protein
Sant_2558,2472,pgsA,Phosphatidylglycerophosphate synthetase
Sant_2559,2473,uvrC,Excinuclease ABC subunit C
Sant_2560,2474,uvrY,BarA-associated response regulator
Sant_2561,2475,-,hypothetical protein
Sant_2562,2476,ygdC,GlpM family protein
Sant_2563,2477,-,AraC family transcriptional regulator
Sant_2564,2478,-,hypothetical protein
Sant_2565,2479,-,"Putative transcriptional regulator, PAS and GerEdomains"
Sant_2566,2480,-,Acetyltransferase 3
Sant_2568,2481,-,AraC family transcriptional regulator
Sant_2569,2482,-,hypothetical protein
Sant_2570,2483,-,Stress induced protein
Sant_2571,2484,-,NADPH-dependent FMN reductase
Sant_2572,2485,-,hypothetical protein
Sant_2573,2486,-,Hemolysin expression-modulating protein
Sant_2574,2487,-,hypothetical protein
Sant_2575,2488,-,hypothetical protein
Sant_2576,2489,nac,Nitrogen assimilation regulator
Sant_2578,2490,-,Yop type III secretion system effector
Sant_2579,2491,-,Putative collagen/cell wall adhesion protein
Sant_2581,2492,yccA,membrane protein
Sant_2582,2493,tusE,TRNA 2-thiouridine synthesizing protein E
Sant_2583,2494,yccX,Acylphosphatase
Sant_2584,2495,rlmI,Ribosomal RNA large subunit methyltransferase I
Sant_2585,2496,hspQ,Heat shock protein
Sant_2586,2497,yccU,Putative CoA binding protein
Sant_2587,2498,-,hypothetical protein
Sant_2588,2499,mgsA,Methylglyoxal synthase
Sant_2589,2500,helD,DNA helicase IV
Sant_2590,2501,yccF,Putative membrane protein
Sant_2591,2502,yccS,Putative membrane protein
Sant_2592,2503,sxy,Regulator of competence-specific genes
Sant_2593,2504,sulA,SOS cell division inhibitor
Sant_2594,2505,ompA,Outer membrane protein A
Sant_2596,2506,-,hypothetical protein
Sant_2597,2507,-,hypothetical protein
Sant_2598,2508,matP,Ter macrodomain organizer matS-binding protein
Sant_2599,2509,ycbZ,Putative ATP-dependent protease
Sant_2600,2510,fabA,3-hydroxydecanoyl-(acyl carrier protein) dehydratase
Sant_2601,2511,rmf,Ribosome modulation factor
Sant_2602,2512,ymbA,Putative lipoprotein
Sant_2603,2513,pqiB,Paraquat-inducible protein B
Sant_2604,2514,pqiA,Paraquat-inducible protein A
Sant_2605,2515,uup,ABC transporter ATPase component
Sant_2606,2516,rlmL,23S rRNA m(2)G2445 methyltransferase
Sant_2607,2517,ycbX,Putative iron-sulfur binding protein
Sant_2608,2518,zapC,Cell division protein
Sant_2609,2519,pyrD,Dihydroorotate dehydrogenase 2
Sant_2610,2520,pepN,Aminopeptidase N
Sant_2611,2521,pncB,Nicotinate phosphoribosyltransferase
Sant_2612,2522,asnS,Asparaginyl-tRNA synthetase
Sant_2613,2523,ompF2,Outer membrane protein F
Sant_2614,2524,aspC,Aromatic amino acid aminotransferase
Sant_2615,2525,ycbL,Zn-dependent hydrolase
Sant_2616,2526,-,hypothetical protein
Sant_2617,2527,ycbB,Peptidoglycan-binding domain 1 protein
Sant_2618,2528,mukB,Chromosome partition protein
Sant_2619,2529,mukE,Condesin subunit E
Sant_2620,2530,mukF,Condesin subunit F
Sant_2621,2531,smtA,Metallothionein
Sant_2622,2532,ycbC,membrane protein
Sant_2623,2533,-,hypothetical protein
Sant_2624,2534,kdsB,3-deoxy-manno-octulosonate cytidylyltransferase
Sant_2625,2535,-,hypothetical protein
Sant_2626,2536,lpxK,Tetraacyldisaccharide 4'-kinase
Sant_2627,2537,msbA,Lipid transporter ATP-binding/permease protein
Sant_2628,2538,-,Putative competence related protein
Sant_2629,2539,-,hypothetical protein
Sant_2630,2540,ihfB,Integration host factor subunit beta
Sant_2631,2541,rpsA,30S ribosomal protein S1
Sant_2632,2542,cmk,Cytidylate kinase
Sant_2633,2543,aroA,3-phosphoshikimate 1-carboxyvinyltransferase
Sant_2634,2544,serC,Phosphoserine aminotransferase
Sant_2635,2545,-,hypothetical protein
Sant_2636,2546,focA,Formate transporter
Sant_2637,2547,pflB,Formate acetyltransferase 1
Sant_2638,2548,pflA,Pyruvate formate lyase-activating enzyme 1
Sant_2639,2549,-,"ABC transporter, ATP-binding cassette transporter"
Sant_2640,2550,-,Major facilitator superfamily transporter
Sant_2641,2551,serS,Seryl-tRNA synthetase
Sant_2642,2552,rarA,Recombination factor protein
Sant_2643,2553,lolA,Outer-membrane lipoprotein carrier protein
Sant_2644,2554,ftsK,Cell division protein
Sant_2645,2555,lrp,Leucine responsive regulatory protein
Sant_2646,2556,trxB,Thioredoxin reductase
Sant_2647,2557,cydD,Cysteine\glutathione ABC transporter membrane\ATP-binding component
Sant_2648,2558,cydC,Cysteine/glutathione ABC transporter membrane/ATP-binding protein
Sant_2649,2559,aat,Leucyl/phenylalanyl-tRNA/protein transferase
Sant_2650,2560,infA,InfA Translation initiation factor IF-1
Sant_2651,2561,clpA,ATP-dependent Clp protease ATP-binding subunit
Sant_2652,2562,clpS,ATP-dependent Clp protease adapter protein
Sant_2653,2563,cspD,Cold shock-like protein
Sant_2654,2564,-,hypothetical protein
Sant_2655,2565,poxB,Pyruvate dehydrogenase
Sant_2656,2566,ltaE,L-threonine aldolase
Sant_2657,2567,amiD1,N-acetylmuramoyl-L-alanine amidase
Sant_2658,2568,-,Putative lipoprotein
Sant_2659,2569,artP,Arginine transport ATP-binding protein
Sant_2660,2570,artI,Arginine ABC transporter periplasmic component
Sant_2661,2571,artQ,Arginine transporter permease subunit
Sant_2662,2572,artM,Arginine transporter permease subunit
Sant_2663,2573,rlmC,23S rRNA methyluridine methyltransferase
Sant_2664,2574,ybjO,membrane protein
Sant_2665,2575,potI,Putrescine ABC transporter membrane protein
Sant_2666,2576,potH,Putrescine ABC transporter membrane protein
Sant_2667,2577,potG,Putrescine transporter ATP-binding subunit
Sant_2668,2578,potF,Putrescine ABC transporter periplasmic substrate-binding protein
Sant_2669,2579,ybjN,Sensory transduction regulator
Sant_2670,2580,rimK,Ribosomal protein S6 modification protein
Sant_2671,2581,grxA,Glutaredoxin 1
Sant_2672,2582,-,hypothetical protein
Sant_2673,2583,sdaC,Serine transport protein
Sant_2674,2584,dacC,"D-alanyl-D-alanine carboxypeptidase, Penicillin binding protein"
Sant_2675,2585,gstB,Putative glutathione S-transferase
Sant_2676,2586,yliI,Soluble aldose sugar dehydrogenase
Sant_2677,2587,-,"5'-nucleotidase, lipoprotein e(P4) family"
Sant_2678,2588,gsiD,Binding-protein-dependent transport systems inner membrane component
Sant_2679,2589,gsiC,Putative glutathione ABC transport permease
Sant_2680,2590,gsiB,Extracellular solute-binding protein
Sant_2681,2591,gsiA,Glutathione ABC transporter
Sant_2682,2592,iaaA,L-asparaginase
Sant_2683,2593,moeA,Molybdopterin biosynthesis protein
Sant_2684,2594,moeB,Molybdopterin biosynthesis protein
Sant_2685,2595,rlmF,Putative SAM-dependent methyltransferase
Sant_2686,2596,ybiT,"ABC transporter-like protein, putative DrugRA2 family transporter"
Sant_2687,2597,ompX,Outer membrane protein X
Sant_2688,2598,dps,DNA starvation/stationary phase protection protein
Sant_2689,2599,-,hypothetical protein
Sant_2690,2600,-,hypothetical protein
Sant_2691,2601,-,Peptidase M3A and M3B thimet/oligopeptidase F
Sant_2692,2602,-,Glycosyl transferase family protein
Sant_2693,2603,-,FMN-binding negative transcriptional regulator
Sant_2694,2604,dinG,ATP-dependent DNA helicase
Sant_2695,2605,-,GCN5-like N-acetyltransferase
Sant_2696,2606,-,Binding-protein-dependent transport systems inner membrane component
Sant_2697,2607,-,"ABC type choline\glycine\betaine transporter, ATP-binding subunit"
Sant_2698,2608,yehY,Inner membrane ABC transporter permease protein
Sant_2699,2609,-,ABC transporter
Sant_2700,2610,-,Isopentenyl-diphosphate delta-isomerase
Sant_2701,2611,-,Signal transduction sensory kinase
Sant_2702,2612,-,Periplasmic beta-glucosidase
Sant_2703,2613,-,Oxidoreductase domain protein
Sant_2704,2614,-,GCN5-related N-acetyltransferase
Sant_2705,2615,gst,Glutathione S-transferase
Sant_2706,2616,pbpG,Penicillin-binding protein 7
Sant_2707,2617,-,"Multi-drug resistance protein, HylD family"
Sant_2708,2618,emrB,Multidrug resistance protein B
Sant_2709,2619,nodT,"RND efflux system, outer membrane lipoprotein"
Sant_2710,2620,yjcB,membrane protein
Sant_2711,2621,-,"Membrane-bound PQQ-dependent dehydrogenase, glucose/quinate/shikimate family"
Sant_2712,2622,-,Phosphoglyceromutase
Sant_2713,2623,-,Integral membrane protein
Sant_2714,2624,-,MarR family transcriptional regulator
Sant_2715,2625,glnP,Binding-protein-dependent transport systems inner membrane component
Sant_2716,2626,-,Polar amino acid ABC transporter inner membrane subunit
Sant_2717,2627,glnQ,ABC transporter
Sant_2718,2628,glnH,Cysteine ABC transporter periplasmic substrate binding protein
Sant_2719,2629,-,hypothetical protein
Sant_2720,2630,dusC,TRNA-dihydrouridine synthase C
Sant_2721,2631,rhlE,ATP-dependent RNA helicase
Sant_2722,2632,yecC,Putative amino-acid ABC transporter ATP-binding protein
Sant_2723,2633,yedO,D-cysteine desulfhydrase
Sant_2724,2634,-,hypothetical protein
Sant_2725,2635,moaE,Molybdopterin biosynthesis protein
Sant_2726,2636,moaD,Molybdopterin synthase small subunit
Sant_2727,2637,moaC,Molybdopterin biosynthesis protein C
Sant_2728,2638,moaA,Molybdenum cofactor biosynthesis protein A
Sant_2729,2639,-,hypothetical protein
Sant_2730,2640,uvrB,UvrABC system protein B
Sant_2731,2641,-,Amino acid transporter
Sant_2732,2642,bioD,Dithiobiotin synthetase
Sant_2733,2643,bioC,Biotin synthesis protein
Sant_2734,2644,bioF,8-amino-7-oxononanoate synthase
Sant_2735,2645,bioB,Biotin synthase BioB
Sant_2736,2646,bioA,Adenosylmethionine-8-amino-7-oxononanoate aminotransferase
Sant_2737,2647,-,ThiJ/PfpI family protein
Sant_2738,2648,-,Putative phosphatidylethanolamine-binding protein
Sant_2739,2649,pgl,6-phosphogluconolactonase
Sant_2740,2650,-,Phosphotransferase
Sant_2741,2651,ddl2,D-alanine-D-alanine ligase A
Sant_2742,2652,-,Putative outer membrane protein
Sant_2743,2653,modE,DNA-binding transcriptional regulator
Sant_2744,2654,-,putative molybdenum transport ATP-binding protein
Sant_2745,2655,galE2,UDP-galactose-4-epimerase
Sant_2746,2656,galT,Galactose-1-phosphate uridylyltransferase
Sant_2747,2657,galK,Galactokinase
Sant_2748,2658,galM,Aldose 1-epimerase
Sant_2749,2659,gpmA,"2,3-bisphosphoglycerate-dependent phosphoglycerate mutase"
Sant_2750,2660,aroG,Phospho-2-dehydro-3-deoxyheptonate aldolase
Sant_2751,2661,-,Putative homeobox protein
Sant_2752,2662,zitB,Zinc transporter
Sant_2753,2663,-,Metallophosphoesterase
Sant_2754,2664,nadA,Quinolinate synthetase
Sant_2757,2665,ybgF,Tol-pal system exported protein
Sant_2758,2666,pal,Peptidoglycan-associated outer membrane lipoprotein
Sant_2759,2667,tolB,Colicin import protein
Sant_2760,2668,tolA,Colicin import protein
Sant_2761,2669,tolR,Colicin uptake protein
Sant_2762,2670,tolQ,Colicin uptake protein
Sant_2763,2671,ybgC,Acyl-CoA thioester hydrolase
Sant_2764,2672,ybgE,Cyd operon protein
Sant_2765,2673,ybgT,cyd operon protein YbgT
Sant_2766,2674,cydB1,Cytochrome d ubiquinol oxidase subunit II
Sant_2767,2675,cydA1,Cytochrome d ubiquinol oxidase subunit I
Sant_2768,2676,sucD,Succinyl-CoA synthetase subunit alpha
Sant_2769,2677,sucC,Succinyl-CoA synthetase subunit beta
Sant_2770,2678,sucB,Dihydrolipoamide acetyltransferase
